src,dst,keycenter,loop_start,loop_end
/root/wave/rave_output/guitar/01_water_falling_drop_guitar_rave.wav,/root/wave/sfz_output/guitar/01_water_falling_drop_guitar_rave_sf/01_water_falling_drop_guitar_rave.wav,60,12000,107104
