src,dst,keycenter,loop_start,loop_end
/root/wave/rave_output/bass/02_grass_rustling_rustle_bass_rave.wav,/root/wave/sfz_output/bass/02_grass_rustling_rustle_bass_rave_sf/02_grass_rustling_rustle_bass_rave.wav,60,12000,168384
