src,dst,keycenter,loop_start,loop_end
/root/wave/rave_output/keyboard/03_birds_chirping_chirp_piano_rave.wav,/root/wave/sfz_output/keyboard/03_birds_chirping_chirp_piano_rave_sf/03_birds_chirping_chirp_piano_rave.wav,60,12000,167872
